,judul,url,date,label
489,"Murah dan Lezat, ini 3 Resep Olahan Jamur Enoki",https://gaya.tempo.co/read/1802508/murah-dan-lezat-ini-3-resep-olahan-jamur-enoki,"Selasa, 28 November 2023 14:00 WIB",negative
490,"Rocky Gerung Sebut Kasusnya Sudah di Kejaksaan, Kapuspen Kejagung: Belum Ada Penetapan Tersangka",https://metro.tempo.co/read/1802518/rocky-gerung-sebut-kasusnya-sudah-di-kejaksaan-kapuspen-kejagung-belum-ada-penetapan-tersangka,"Selasa, 28 November 2023 13:57 WIB",negative
491,"Saran Pertolongan Pertama Anak Demam, Jangan Langsung Beri Antibiotik",https://gaya.tempo.co/read/1802517/saran-pertolongan-pertama-anak-demam-jangan-langsung-beri-antibiotik,"Selasa, 28 November 2023 13:57 WIB",negative
492,"PT. Pusri Palembang Jamin Ketersediaan Pupuk Subsidi, Paling Tinggi Stok Urea Ada di Jateng Capai 48 Ribu Ton",https://bisnis.tempo.co/read/1802497/pt-pusri-palembang-jamin-ketersediaan-pupuk-subsidi-paling-tinggi-stok-urea-ada-di-jateng-capai-48-ribu-ton,"Selasa, 28 November 2023 13:56 WIB",negative
493,Rekomendasi 6 Pantai di Jogja untuk Dikunjungi saat Libur Nataru,https://travel.tempo.co/read/1802515/rekomendasi-6-pantai-di-jogja-untuk-dikunjungi-saat-libur-nataru,"Selasa, 28 November 2023 13:54 WIB",negative
494,"Pemerintah Disebut seperti Orde Baru, PDIP Bilang Bukan Tanggung Jawab Partainya, Kekuasaan di Presiden",https://nasional.tempo.co/read/1802514/pemerintah-disebut-seperti-orde-baru-pdip-bilang-bukan-tanggung-jawab-partainya-kekuasaan-di-presiden,"Selasa, 28 November 2023 13:53 WIB",negative
495,KPK Tetapkan 1 Tersangka Baru di Kasus Suap Wali Kota Bandung Nonaktif Yana Mulyana,https://nasional.tempo.co/read/1802513/kpk-tetapkan-1-tersangka-baru-di-kasus-suap-wali-kota-bandung-nonaktif-yana-mulyana,"Selasa, 28 November 2023 13:51 WIB",negative
496,"Jadwal PSG vs Newcastle United di Liga Champions, Eddie Howe Ingin Lanjutkan Tren Kemenangan",https://bola.tempo.co/read/1802512/jadwal-psg-vs-newcastle-united-di-liga-champions-eddie-howe-ingin-lanjutkan-tren-kemenangan,"Selasa, 28 November 2023 13:48 WIB",negative
497,5 Drama Korea tentang Hubungan yang Tak Direstui Orang Tua,https://seleb.tempo.co/read/1802511/5-drama-korea-tentang-hubungan-yang-tak-direstui-orang-tua,"Selasa, 28 November 2023 13:42 WIB",negative
498,"Jadi Jurkam Ganjar-Mahfud, Choirul Anam Sebut Akan Sosialisasikan Hukum dan HAM ke Masyarakat",https://nasional.tempo.co/read/1802510/jadi-jurkam-ganjar-mahfud-choirul-anam-sebut-akan-sosialisasikan-hukum-dan-ham-ke-masyarakat,"Selasa, 28 November 2023 13:36 WIB",negative
499,"Berkah Piala Dunia U-17 2023 untuk Pedagang Kaki Lima di Stadion Manahan, Sehari Bisa Dapat Rp 400 Ribu",https://bola.tempo.co/read/1802509/berkah-piala-dunia-u-17-2023-untuk-pedagang-kaki-lima-di-stadion-manahan-sehari-bisa-dapat-rp-400-ribu,"Selasa, 28 November 2023 13:34 WIB",negative
500,KPK Selidiki Dugaan Rasuah Pengadaan Sapi di Kementan,https://nasional.tempo.co/read/1802507/kpk-selidiki-dugaan-rasuah-pengadaan-sapi-di-kementan,"Selasa, 28 November 2023 13:30 WIB",negative
501,"Ada Program Mudik Gratis Natal dan Tahun Baru 2024, Ini Informasinya",https://travel.tempo.co/read/1802505/ada-program-mudik-gratis-natal-dan-tahun-baru-2024-ini-informasinya,"Selasa, 28 November 2023 13:28 WIB",negative
502,Tokoh dan Aktivis HAM Hendardi Terima Medali Kehormatan dari Pemerintah Timor Leste,https://nasional.tempo.co/read/1802504/tokoh-dan-aktivis-ham-hendardi-terima-medali-kehormatan-dari-pemerintah-timor-leste,"Selasa, 28 November 2023 13:26 WIB",negative
503,"Mohammad Idris Rekomendasikan UMK Depok 2024 Naik 12,99 Persen Menjadi Rp5,3 Juta",https://metro.tempo.co/read/1802502/mohammad-idris-rekomendasikan-umk-depok-2024-naik-1299-persen-menjadi-rp53-juta,"Selasa, 28 November 2023 13:20 WIB",negative
504,Menlu Retno dan OKI Jajaki Kunjungan ke AS untuk Selesaikan Krisis Gaza,https://dunia.tempo.co/read/1802499/menlu-retno-dan-oki-jajaki-kunjungan-ke-as-untuk-selesaikan-krisis-gaza,"Selasa, 28 November 2023 13:20 WIB",negative
505,Profil Shin Ji Won Mantan Anggota Grup K-Pop Berry Good,https://seleb.tempo.co/read/1802441/profil-shin-ji-won-mantan-anggota-grup-k-pop-berry-good,"Selasa, 28 November 2023 13:17 WIB",negative
506,Capres Anies Imbau Warga Tidak Jual Suara saat Pencoblosan: Nanti Menyesal,https://nasional.tempo.co/read/1802500/capres-anies-imbau-warga-tidak-jual-suara-saat-pencoblosan-nanti-menyesal,"Selasa, 28 November 2023 13:09 WIB",negative
507,DPR Mulai Rangkaian Uji Kelayakan dan Kepatutan Badan Supervisi OJK dan LPS,https://bisnis.tempo.co/read/1802498/dpr-mulai-rangkaian-uji-kelayakan-dan-kepatutan-badan-supervisi-ojk-dan-lps,"Selasa, 28 November 2023 13:06 WIB",negative
508,70 Gedung Sekolah di Kota Serang Alami Kerusakan Berat,https://tekno.tempo.co/read/1802495/70-gedung-sekolah-di-kota-serang-alami-kerusakan-berat,"Selasa, 28 November 2023 13:04 WIB",negative
509,"James Cameron Ungkap Avatar 3 dalam Tahap Pasca-Produksi, Tayang 2025",https://seleb.tempo.co/read/1802490/james-cameron-ungkap-avatar-3-dalam-tahap-pasca-produksi-tayang-2025,"Selasa, 28 November 2023 13:02 WIB",negative
510,"Bintang Piala Dunia U-17-2023: Noah Darvich, Pemain Timnas Jerman yang Kagum pada Indonesia",https://bola.tempo.co/read/1802496/bintang-piala-dunia-u-17-2023-noah-darvich-pemain-timnas-jerman-yang-kagum-pada-indonesia,"Selasa, 28 November 2023 13:01 WIB",negative
511,Komunitas Mobil Toyota Gelar Acara Edukasi Bahayanya Sinar UV,https://otomotif.tempo.co/read/1802445/komunitas-mobil-toyota-gelar-acara-edukasi-bahayanya-sinar-uv,"Selasa, 28 November 2023 13:00 WIB",negative
512,Desa di Italia Ini Masih Menggunakan Dialek Yunani yang Dikira Sudah Punah,https://travel.tempo.co/read/1802463/desa-di-italia-ini-masih-menggunakan-dialek-yunani-yang-dikira-sudah-punah,"Selasa, 28 November 2023 13:00 WIB",negative
513,Mengenali Seluk-beluk Bakteri Salmonella,https://gaya.tempo.co/read/1802438/mengenali-seluk-beluk-bakteri-salmonella,"Selasa, 28 November 2023 13:00 WIB",negative
514,"IHSG Menguat di Sesi Pertama Hari ini, Indeks Sektor Infrastruktur Naik Paling Tinggi",https://bisnis.tempo.co/read/1802488/ihsg-menguat-di-sesi-pertama-hari-ini-indeks-sektor-infrastruktur-naik-paling-tinggi,"Selasa, 28 November 2023 12:59 WIB",negative
515,"Libur Akhir Tahun, Pengguna Tol Diprediksi Meningkat 24 Persen",https://bisnis.tempo.co/read/1802494/libur-akhir-tahun-pengguna-tol-diprediksi-meningkat-24-persen,"Selasa, 28 November 2023 12:57 WIB",negative
516,Gus Yahya Ajak Umat Beragama Indonesia Doa Bersama selama Satu Bulan,https://dunia.tempo.co/read/1802493/gus-yahya-ajak-umat-beragama-indonesia-doa-bersama-selama-satu-bulan,"Selasa, 28 November 2023 12:55 WIB",negative
517,4 Prajurit TNI Meninggal Ditembak KKB di Distrik Paro Nduga,https://nasional.tempo.co/read/1802492/4-prajurit-tni-meninggal-ditembak-kkb-di-distrik-paro-nduga,"Selasa, 28 November 2023 12:53 WIB",negative
518,"Menkop Teten Sebut Pajak UMKM 0,5 Persen Masih Berlaku: untuk Stimulus Pertumbuhan Ekonomi",https://bisnis.tempo.co/read/1802491/menkop-teten-sebut-pajak-umkm-05-persen-masih-berlaku-untuk-stimulus-pertumbuhan-ekonomi,"Selasa, 28 November 2023 12:52 WIB",negative
519,"Jagokan Argentina, Gibran Bakal Nonton Laga Semifinal Piala Dunia U-17 2023 di Stadion Manahan",https://bola.tempo.co/read/1802487/jagokan-argentina-gibran-bakal-nonton-laga-semifinal-piala-dunia-u-17-2023-di-stadion-manahan,"Selasa, 28 November 2023 12:45 WIB",negative
520,Media Asing Soroti Kecaman WALHI ke PT Astra Agro Lestari,https://tekno.tempo.co/read/1802485/media-asing-soroti-kecaman-walhi-ke-pt-astra-agro-lestari,"Selasa, 28 November 2023 12:42 WIB",negative
521,"Kampanye Anies Baswedan Hari Pertama di Jakarta Utara, Relawan Bikin Tembok Harapan di Koja",https://metro.tempo.co/read/1802484/kampanye-anies-baswedan-hari-pertama-di-jakarta-utara-relawan-bikin-tembok-harapan-di-koja,"Selasa, 28 November 2023 12:41 WIB",negative
522,Nawawi Pomolango Larang Pimpinan KPK Umumkan Tersangka Tanpa Pengumuman Penahanan Resmi,https://nasional.tempo.co/read/1802482/nawawi-pomolango-larang-pimpinan-kpk-umumkan-tersangka-tanpa-pengumuman-penahanan-resmi,"Selasa, 28 November 2023 12:40 WIB",negative
523,Choirul Anam Jadi Direktur Juru Kampanye Ganjar-Mahfud: Visi Misi Paslon Lebih Mewakili Kepentingan Rakyat,https://nasional.tempo.co/read/1802481/choirul-anam-jadi-direktur-juru-kampanye-ganjar-mahfud-visi-misi-paslon-lebih-mewakili-kepentingan-rakyat,"Selasa, 28 November 2023 12:30 WIB",negative
524,"Kemendikbud Sebut Angka Partisipasi Sekolah di Indonesia Sudah Baik, Begini Rinciannya",https://tekno.tempo.co/read/1802479/kemendikbud-sebut-angka-partisipasi-sekolah-di-indonesia-sudah-baik-begini-rinciannya,"Selasa, 28 November 2023 12:28 WIB",negative
525,Tim Kampanye Prabowo-Gibran Bagi Makan Siang dan Susu Gratis di 8 Titik,https://nasional.tempo.co/read/1802477/tim-kampanye-prabowo-gibran-bagi-makan-siang-dan-susu-gratis-di-8-titik,"Selasa, 28 November 2023 12:22 WIB",negative
526,Taeyeon Luapkan Emosi Mendalam Lewat 6 Lagu di Mini Album To. X,https://seleb.tempo.co/read/1802476/taeyeon-luapkan-emosi-mendalam-lewat-6-lagu-di-mini-album-to-x,"Selasa, 28 November 2023 12:21 WIB",negative
527,"Gunung Anak Krakatau Kembali Meletus Siang Ini, Sudah 21 Kali Sejak 2 Hari Lalu",https://tekno.tempo.co/read/1802473/gunung-anak-krakatau-kembali-meletus-siang-ini-sudah-21-kali-sejak-2-hari-lalu,"Selasa, 28 November 2023 12:14 WIB",negative
528,"Kampanye di Kampung Tanah Merah, Anies Baswedan: Mulai dari Sini untuk Tanah yang Terpinggirkan",https://nasional.tempo.co/read/1802471/kampanye-di-kampung-tanah-merah-anies-baswedan-mulai-dari-sini-untuk-tanah-yang-terpinggirkan,"Selasa, 28 November 2023 12:10 WIB",negative
529,"Terkini Bisnis: Promo Batik Air dari Bandara Kualanamu, Zulhas Tegaskan Pemerintah Tak Boikot Produk Israel",https://bisnis.tempo.co/read/1802470/terkini-bisnis-promo-batik-air-dari-bandara-kualanamu-zulhas-tegaskan-pemerintah-tak-boikot-produk-israel,"Selasa, 28 November 2023 12:06 WIB",negative
530,"Megawati Bilang Jengkel di Rakernas Relawan Ganjar-Mahfud, Disambut Teriakan Lawan",https://nasional.tempo.co/read/1802430/megawati-bilang-jengkel-di-rakernas-relawan-ganjar-mahfud-disambut-teriakan-lawan,"Selasa, 28 November 2023 12:05 WIB",negative
531,"Enam Tahun Absen, Korea Utara Ladeni AS dalam Debat Soal Nuklir di DK PBB",https://dunia.tempo.co/read/1802444/enam-tahun-absen-korea-utara-ladeni-as-dalam-debat-soal-nuklir-di-dk-pbb,"Selasa, 28 November 2023 12:00 WIB",negative
532,"Motor Hybrid Pertama Buatan Indonesia, Bisa Pakai Tabung Gas 3 Kg",https://otomotif.tempo.co/read/1802428/motor-hybrid-pertama-buatan-indonesia-bisa-pakai-tabung-gas-3-kg,"Selasa, 28 November 2023 12:00 WIB",negative
533,"Pemilik WhatsApp, Instagram & Facebook Kalah di Pengadilan Terakhir Soal Privasi",https://tekno.tempo.co/read/1802469/pemilik-whatsapp-instagram-facebook-kalah-di-pengadilan-terakhir-soal-privasi,"Selasa, 28 November 2023 11:57 WIB",negative
534,"Tanpa Prabowo dan Gibran, Habiburokhman dan Adnan Taufiq Bakal Hadiri Kampanye Perdana di Pulogebang",https://nasional.tempo.co/read/1802468/tanpa-prabowo-dan-gibran-habiburokhman-dan-adnan-taufiq-bakal-hadiri-kampanye-perdana-di-pulogebang,"Selasa, 28 November 2023 11:56 WIB",negative
535,10 Daftar Subsektor Ekonomi Kreatif di Indonesia dan Contohnya,https://bisnis.tempo.co/read/1802467/10-daftar-subsektor-ekonomi-kreatif-di-indonesia-dan-contohnya,"Selasa, 28 November 2023 11:51 WIB",negative
536,"Denda PLN Tak Bisa Diganggu Gugat, Ini 3 Pelajaran yang Dibagikan Pelanggan di Cengkareng",https://metro.tempo.co/read/1802464/denda-pln-tak-bisa-diganggu-gugat-ini-3-pelajaran-yang-dibagikan-pelanggan-di-cengkareng,"Selasa, 28 November 2023 11:45 WIB",negative
537,Kemenkominfo Buka Konsultasi Publik tentang Penggunaan Spektrum Frekuensi Radio,https://tekno.tempo.co/read/1802462/kemenkominfo-buka-konsultasi-publik-tentang-penggunaan-spektrum-frekuensi-radio,"Selasa, 28 November 2023 11:38 WIB",negative
538,"40 Tahun Kematian Tragis  Politikus Filipina Benigno Aquino Jr., Pemicu Penggulingan Ferdinand Marcos",https://dunia.tempo.co/read/1802453/40-tahun-kematian-tragispolitikus-filipina-benigno-aquino-jr-pemicu-penggulingan-ferdinand-marcos,"Selasa, 28 November 2023 11:35 WIB",negative
539,Ekonom Ini Ungkap Program Anies Baswedan yang Paling Berat dan Mahal,https://bisnis.tempo.co/read/1802457/ekonom-ini-ungkap-program-anies-baswedan-yang-paling-berat-dan-mahal,"Selasa, 28 November 2023 11:34 WIB",negative
540,"Julukan Gemoy Dipersoalkan, TKN Prabowo-Gibran Bilang Itu Aspirasi Rakyat",https://nasional.tempo.co/read/1802460/julukan-gemoy-dipersoalkan-tkn-prabowo-gibran-bilang-itu-aspirasi-rakyat,"Selasa, 28 November 2023 11:32 WIB",negative
541,"Enggan Ungkap Lokasi Kampanye Prabowo Hari Ini, Gibran: Rahasia",https://nasional.tempo.co/read/1802459/enggan-ungkap-lokasi-kampanye-prabowo-hari-ini-gibran-rahasia,"Selasa, 28 November 2023 11:31 WIB",negative
542,"Hamas Terbitkan Surat Sandera Israel, Berterima Kasih karena Dia dan Putrinya Diperlakukan Baik",https://dunia.tempo.co/read/1802458/hamas-terbitkan-surat-sandera-israel-berterima-kasih-karena-dia-dan-putrinya-diperlakukan-baik,"Selasa, 28 November 2023 11:31 WIB",negative
543,Jelang Rilis Album Woohyun INFINITE Ungkap Menderita Kanker Langka,https://seleb.tempo.co/read/1802427/jelang-rilis-album-woohyun-infinite-ungkap-menderita-kanker-langka,"Selasa, 28 November 2023 11:31 WIB",negative
544,"Flu Menyerang di Musim Hujan, Redakan dengan Cara Alami Ini",https://gaya.tempo.co/read/1802456/flu-menyerang-di-musim-hujan-redakan-dengan-cara-alami-ini,"Selasa, 28 November 2023 11:26 WIB",negative
545,Stok Pangan di DKI Jakarta Dijamin Aman Jelang Natal dan Tahun Baru 2024,https://metro.tempo.co/read/1802455/stok-pangan-di-dki-jakarta-dijamin-aman-jelang-natal-dan-tahun-baru-2024,"Selasa, 28 November 2023 11:24 WIB",negative
546,"Cara Kabupaten Sorong Hadapi Guru yang Malas, Blokir Rekening Gaji",https://tekno.tempo.co/read/1802454/cara-kabupaten-sorong-hadapi-guru-yang-malas-blokir-rekening-gaji,"Selasa, 28 November 2023 11:24 WIB",negative
547,Saat Kiky Saputri Beri Dukungan ke Kiki MasterChef Indonesia,https://seleb.tempo.co/read/1802450/saat-kiky-saputri-beri-dukungan-ke-kiki-masterchef-indonesia,"Selasa, 28 November 2023 11:23 WIB",negative
548,Mengintip Serunya Festival Cahaya Sumonar 2023 di Museum Affandi Yogyakarta,https://travel.tempo.co/read/1802402/mengintip-serunya-festival-cahaya-sumonar-2023-di-museum-affandi-yogyakarta,"Selasa, 28 November 2023 11:20 WIB",negative
549,"Kampanye Perdana, Ganjar Pranowo Sebut Membangun dari Desa",https://nasional.tempo.co/read/1802452/kampanye-perdana-ganjar-pranowo-sebut-membangun-dari-desa,"Selasa, 28 November 2023 11:18 WIB",negative
550,"Ketua KPK Sementara Nawawi Pomolango Ucap Sumpah Jabatan Disaksikan Jokowi, Begini Bunyi Sumpahnya",https://nasional.tempo.co/read/1802448/ketua-kpk-sementara-nawawi-pomolango-ucap-sumpah-jabatan-disaksikan-jokowi-begini-bunyi-sumpahnya,"Selasa, 28 November 2023 11:11 WIB",negative
551,"Hadir di Sidang Haris Azhar, Rocky Gerung: Kasus Saya Sudah di Kejaksaan",https://metro.tempo.co/read/1802451/hadir-di-sidang-haris-azhar-rocky-gerung-kasus-saya-sudah-di-kejaksaan,"Selasa, 28 November 2023 11:09 WIB",negative
552,"Kampanye di Sabang, Mahfud MD Janjikan Program Kesejahteraan Guru Ngaji",https://nasional.tempo.co/read/1802449/kampanye-di-sabang-mahfud-md-janjikan-program-kesejahteraan-guru-ngaji,"Selasa, 28 November 2023 11:07 WIB",negative
553,Berapa Biaya Haji 2024?,https://nasional.tempo.co/read/1802439/berapa-biaya-haji-2024,"Selasa, 28 November 2023 11:06 WIB",negative
554,Zulhas Sebut Pemerintah Tidak Boikot Produk Manapun yang Terafiliasi Israel,https://bisnis.tempo.co/read/1802447/zulhas-sebut-pemerintah-tidak-boikot-produk-manapun-yang-terafiliasi-israel,"Selasa, 28 November 2023 11:03 WIB",negative
555,"Uji Coba ETLE Drone di Exit Tol Salatiga, 10 Pelanggaran Tercatat dalam 2 Menit",https://otomotif.tempo.co/read/1802422/uji-coba-etle-drone-di-exit-tol-salatiga-10-pelanggaran-tercatat-dalam-2-menit,"Selasa, 28 November 2023 11:00 WIB",negative
556,"WHO: Lonjakan Penyakit Pernafasan di Cina Tak Setinggi di Awal Pandemi Covid, Hanya Flu",https://dunia.tempo.co/read/1802418/who-lonjakan-penyakit-pernafasan-di-cina-tak-setinggi-di-awal-pandemi-covid-hanya-flu,"Selasa, 28 November 2023 11:00 WIB",negative
557,"Satpol PP DKI Jakarta Kerahkan Petugas Copoti Alat Peraga Kampanye di Tempat Terlarang, Sesuai Putusan KPU",https://metro.tempo.co/read/1802442/satpol-pp-dki-jakarta-kerahkan-petugas-copoti-alat-peraga-kampanye-di-tempat-terlarang-sesuai-putusan-kpu,"Selasa, 28 November 2023 10:57 WIB",negative
558,"Roy Keane Kritik Cara Bertahan Liverpool saat Dikalahkan Arsenal, Virgil Van Dijk Bertanggung Jawab",https://bola.tempo.co/read/1829856/roy-keane-kritik-cara-bertahan-liverpool-saat-dikalahkan-arsenal-virgil-van-dijk-bertanggung-jawab,"Senin, 5 Februari 2024 11:19 WIB",negative
559,"Gunung Ibu di Maluku Utara Meletus Lagi, Tinggi Kolom Abu Capai 800 Meter",https://tekno.tempo.co/read/1829855/gunung-ibu-di-maluku-utara-meletus-lagi-tinggi-kolom-abu-capai-800-meter,"Senin, 5 Februari 2024 11:18 WIB",negative
560,"Jokowi Sebut Kerugian Kemacetan Jabodetabek Rp 100 Triliun, YLKI: Batasi Kendaraan Pribadi",https://bisnis.tempo.co/read/1829853/jokowi-sebut-kerugian-kemacetan-jabodetabek-rp-100-triliun-ylki-batasi-kendaraan-pribadi,"Senin, 5 Februari 2024 11:15 WIB",negative
561,Pabrik Ban Anak Perusahaan Michelin di Bekasi Dinilai Bahayakan Lingkungan,https://metro.tempo.co/read/1829852/pabrik-ban-anak-perusahaan-michelin-di-bekasi-dinilai-bahayakan-lingkungan,"Senin, 5 Februari 2024 11:15 WIB",negative
562,"Genre Komedi Horor Naik Daun, Ini Daftar 5 Film Komedi Campur Horor Terlaris di Dunia",https://seleb.tempo.co/read/1829849/genre-komedi-horor-naik-daun-ini-daftar-5-film-komedi-campur-horor-terlaris-di-dunia,"Senin, 5 Februari 2024 11:12 WIB",negative
563,"Rui Vitoria Dipecat dari Posisi Pelatih Timnas Mesir, Korban Ketujuh Ganasnya Piala Afrika 2024",https://bola.tempo.co/read/1829848/rui-vitoria-dipecat-dari-posisi-pelatih-timnas-mesir-korban-ketujuh-ganasnya-piala-afrika-2024,"Senin, 5 Februari 2024 11:10 WIB",negative
564,"Menjelang Rilis Data Pertumbuhan Ekonomi RI 2023, Bagaimana Dampaknya ke IHSG?",https://bisnis.tempo.co/read/1829846/menjelang-rilis-data-pertumbuhan-ekonomi-ri-2023-bagaimana-dampaknya-ke-ihsg,"Senin, 5 Februari 2024 11:07 WIB",negative
565,Momen Prabowo dan Ganjar Berdebat soal Program Makan Gratis dan Internet Gratis di Debat Capres Terakhir,https://nasional.tempo.co/read/1829845/momen-prabowo-dan-ganjar-berdebat-soal-program-makan-gratis-dan-internet-gratis-di-debat-capres-terakhir,"Senin, 5 Februari 2024 11:07 WIB",negative
566,"Biden Desak Kongres AS Loloskan Anggaran untuk Militer Israel Sebesar US$14,1 miliar",https://dunia.tempo.co/read/1829826/biden-desak-kongres-as-loloskan-anggaran-untuk-militer-israel-sebesar-us141-miliar,"Senin, 5 Februari 2024 11:00 WIB",negative
567,Test Ride Suzuki Burgman Street 125EX: Bodi Bongsor Bermesin 125cc,https://otomotif.tempo.co/read/1829829/test-ride-suzuki-burgman-street-125ex-bodi-bongsor-bermesin-125cc,"Senin, 5 Februari 2024 11:00 WIB",negative
568,Breaking News: Ketua KPU Terbukti Langgar Kode Etik karena Terima Pencalonan Gibran,https://nasional.tempo.co/read/1829842/breaking-news-ketua-kpu-terbukti-langgar-kode-etik-karena-terima-pencalonan-gibran,"Senin, 5 Februari 2024 10:53 WIB",negative
569,"Rupiah Awal Pekan Berpotensi Melemah, Apa Pemicunya?",https://bisnis.tempo.co/read/1829844/rupiah-awal-pekan-berpotensi-melemah-apa-pemicunya,"Senin, 5 Februari 2024 10:52 WIB",negative
570,"Motor Baru Honda Stylo 160 Mengaspal Jalanan, Berikut Spesifikasinya",https://otomotif.tempo.co/read/1829843/motor-baru-honda-stylo-160-mengaspal-jalanan-berikut-spesifikasinya,"Senin, 5 Februari 2024 10:52 WIB",negative
571,"Ganjar Sanggah Program Prabowo Makan Siang Gratis Cegah Stunting, Begini Seharusnya",https://gaya.tempo.co/read/1829841/ganjar-sanggah-program-prabowo-makan-siang-gratis-cegah-stunting-begini-seharusnya,"Senin, 5 Februari 2024 10:51 WIB",negative
572,Jadwal Live dan Prediksi Persik Kediri vs Bali United di Pekan Ke-24 Liga 1 Senin Malam 5 Februari 2024,https://bola.tempo.co/read/1829839/jadwal-live-dan-prediksi-persik-kediri-vs-bali-united-di-pekan-ke-24-liga-1-senin-malam-5-februari-2024,"Senin, 5 Februari 2024 10:51 WIB",negative
573,"Soal Temuan Bansos Disimpan di Kantor DPD Golkar DIY, Hasto Bilang Punya Fotonya",https://nasional.tempo.co/read/1829838/soal-temuan-bansos-disimpan-di-kantor-dpd-golkar-diy-hasto-bilang-punya-fotonya,"Senin, 5 Februari 2024 10:51 WIB",negative
574,"Pelatih Inter Miami Jelaskan Kondisi Terbaru Cedera Lionel Messi, Ada Pembengkakan Otot",https://bola.tempo.co/read/1829837/pelatih-inter-miami-jelaskan-kondisi-terbaru-cedera-lionel-messi-ada-pembengkakan-otot,"Senin, 5 Februari 2024 10:47 WIB",negative
575,"Inter Milan Tekuk Juventus 1-0, Simone Inzaghi: Perburuan Gelar Liga Italia Belum Selesai",https://bola.tempo.co/read/1829836/inter-milan-tekuk-juventus-1-0-simone-inzaghi-perburuan-gelar-liga-italia-belum-selesai,"Senin, 5 Februari 2024 10:45 WIB",negative
576,Siasat Polisi Meredam Kritik Kampus terhadap Jokowi,https://newsletter.tempo.co/read/1829758/siasat-polisi-meredam-kritik-kampus-terhadap-jokowi,"Senin, 5 Februari 2024 10:45 WIB",negative
577,Pengamat Mode Ungkap Makna di Balik Pakaian Dinas Harian Prabowo di Debat Capres,https://gaya.tempo.co/read/1829833/pengamat-mode-ungkap-makna-di-balik-pakaian-dinas-harian-prabowo-di-debat-capres,"Senin, 5 Februari 2024 10:42 WIB",negative
578,"Pencurian Kotak Amal Musala di Depok, Polsek Bojongsari Kejar Maling yang Terekam CCTV",https://metro.tempo.co/read/1829832/pencurian-kotak-amal-musala-di-depok-polsek-bojongsari-kejar-maling-yang-terekam-cctv,"Senin, 5 Februari 2024 10:41 WIB",negative
579,"Pakar Kritik Debat Anies, Prabowo dan Ganjar: Melupakan Relasi Kesehatan dan Lingkungan",https://bisnis.tempo.co/read/1829831/pakar-kritik-debat-anies-prabowo-dan-ganjar-melupakan-relasi-kesehatan-dan-lingkungan,"Senin, 5 Februari 2024 10:39 WIB",negative
580,Benjamin Netanyahu Tolak Sanksi Biden Terhadap 4 Pemukim Israel Pelaku Kekerasan,https://dunia.tempo.co/read/1829830/benjamin-netanyahu-tolak-sanksi-biden-terhadap-4-pemukim-israel-pelaku-kekerasan,"Senin, 5 Februari 2024 10:35 WIB",negative
581,"Anies-Ganjar-Mahfud Md Gunakan Bahasa Isyarat di Debat Capres, Ini Artinya",https://pemilu.tempo.co/read/1829827/anies-ganjar-mahfud-md-gunakan-bahasa-isyarat-di-debat-capres-ini-artinya,"Senin, 5 Februari 2024 10:33 WIB",negative
582,"Top 3 Tekno: Tunggakan Uang Kuliah di ITB, Prabowo Mau Tambah Dokter",https://tekno.tempo.co/read/1829823/top-3-tekno-tunggakan-uang-kuliah-di-itb-prabowo-mau-tambah-dokter,"Senin, 5 Februari 2024 10:30 WIB",negative
583,"Prediksi Arema FC vs PSIS Semarang di Liga 1 Senin Hari Ini 5 Februari 2024: Jadwal Live, H2H, Fakta Menarik, Perkiraan Pemain",https://bola.tempo.co/read/1829828/prediksi-arema-fc-vs-psis-semarang-di-liga-1-senin-hari-ini-5-februari-2024-jadwal-live-h2h-fakta-menarik-perkiraan-pemain,"Senin, 5 Februari 2024 10:28 WIB",negative
584,"Pemain Timnas Indonesia Pratama Arhan Saat Debat Capres di Barisan Pendukung Prabowo-Gibran, Siapa Dulu Mertuanya?",https://seleb.tempo.co/read/1829825/pemain-timnas-indonesia-pratama-arhan-saat-debat-capres-di-barisan-pendukung-prabowo-gibran-siapa-dulu-mertuanya,"Senin, 5 Februari 2024 10:25 WIB",negative
585,"Risma Tak Diajak Jokowi Bagi-bagi Bansos, Bahlil: Ya Buat Panggung Lagi, Kewenangan Dia Kok",https://nasional.tempo.co/read/1829822/risma-tak-diajak-jokowi-bagi-bagi-bansos-bahlil-ya-buat-panggung-lagi-kewenangan-dia-kok,"Senin, 5 Februari 2024 10:25 WIB",negative
586,"Ide BUMN Jadi Koperasi, Pengamat: Pernyataan Saya Dipelintir, Mengonversi Bukan Membubarkan",https://bisnis.tempo.co/read/1829824/ide-bumn-jadi-koperasi-pengamat-pernyataan-saya-dipelintir-mengonversi-bukan-membubarkan,"Senin, 5 Februari 2024 10:21 WIB",negative
587,"Pilpres 2024 Makin Dekat, Begini Tips Memilih Calon Presiden",https://pemilu.tempo.co/read/1829821/pilpres-2024-makin-dekat-begini-tips-memilih-calon-presiden,"Senin, 5 Februari 2024 10:18 WIB",negative
588,Petani Gagal Panen akibat Erupsi Marapi,https://bisnis.tempo.co/read/1829820/petani-gagal-panen-akibat-erupsi-marapi,"Senin, 5 Februari 2024 10:17 WIB",negative
